calculation_month,snop_month,parent_code,parent_description,qty,source
2025-07,2025-08,715169,JFB OIL 100ML,1.35,tm
2025-04,2025-09,715169,JFB OIL 100ML,1.554252955,ml
2025-04,2025-09,715169,JFB OIL 100ML,1.9,tm
2025-05,2025-09,715169,JFB OIL 100ML,1.86503,ml
2025-05,2025-09,715169,JFB OIL 100ML,1.9,tm
2025-06,2025-09,715169,JFB OIL 100ML,1.894842586,ml
2025-06,2025-09,715169,JFB OIL 100ML,2.2988,tm
2025-07,2025-09,715169,JFB OIL 100ML,1.668289007,ml
2025-07,2025-09,715169,JFB OIL 100ML,2.3,tm
2025-08,2025-09,715169,JFB OIL 100ML,1.71217298,ml
2025-08,2025-09,715169,JFB OIL 100ML,2.0,tm
2025-05,2025-10,715169,JFB OIL 100ML,2.76604,ml
2025-05,2025-10,715169,JFB OIL 100ML,3.0,tm
2025-06,2025-10,715169,JFB OIL 100ML,2.603487738,ml
2025-06,2025-10,715169,JFB OIL 100ML,3.4862,tm
2025-07,2025-10,715169,JFB OIL 100ML,2.182940871,ml
2025-07,2025-10,715169,JFB OIL 100ML,3.49,tm
2025-08,2025-10,715169,JFB OIL 100ML,2.40926442,ml
2025-08,2025-10,715169,JFB OIL 100ML,3.49,tm
2025-09,2025-10,715169,JFB OIL 100ML,2.26223063,ml
2025-09,2025-10,715169,JFB OIL 100ML,3.49,tm
2025-06,2025-11,715169,JFB OIL 100ML,3.271418758,ml
2025-06,2025-11,715169,JFB OIL 100ML,4.3076,tm
2025-07,2025-11,715169,JFB OIL 100ML,2.743283778,ml
2025-07,2025-11,715169,JFB OIL 100ML,4.31,tm
2025-08,2025-11,715169,JFB OIL 100ML,2.840874179,ml
2025-08,2025-11,715169,JFB OIL 100ML,4.31,tm
2025-09,2025-11,715169,JFB OIL 100ML,2.953700333,ml
2025-09,2025-11,715169,JFB OIL 100ML,4.31,tm
2025-10,2025-11,715169,JFB OIL 100ML,3.252970158,ml
2025-10,2025-11,715169,JFB OIL 100ML,4.31,tm
2025-07,2025-12,715169,JFB OIL 100ML,1.784861768,ml
2025-07,2025-12,715169,JFB OIL 100ML,3.15,tm
2025-08,2025-12,715169,JFB OIL 100ML,1.609534431,ml
2025-08,2025-12,715169,JFB OIL 100ML,3.15,tm
2025-09,2025-12,715169,JFB OIL 100ML,1.080592437,ml
2025-09,2025-12,715169,JFB OIL 100ML,3.15,tm
2025-10,2025-12,715169,JFB OIL 100ML,1.553985544,ml
2025-10,2025-12,715169,JFB OIL 100ML,3.15,tm
2025-11,2025-12,715169,JFB OIL 100ML,1.61983,ml
2025-11,2025-12,715169,JFB OIL 100ML,3.386653201,tm
2025-08,2026-01,715169,JFB OIL 100ML,1.127890517,ml
2025-08,2026-01,715169,JFB OIL 100ML,2.0,tm
2025-09,2026-01,715169,JFB OIL 100ML,1.215142955,ml
2025-09,2026-01,715169,JFB OIL 100ML,2.0,tm
2025-10,2026-01,715169,JFB OIL 100ML,1.46225,ml
2025-10,2026-01,715169,JFB OIL 100ML,2.0,tm
2025-11,2026-01,715169,JFB OIL 100ML,1.703072986,ml
2025-11,2026-01,715169,JFB OIL 100ML,2.000272758,tm
2025-12,2026-01,715169,JFB OIL 100ML,1.57056,ml
2025-12,2026-01,715169,JFB OIL 100ML,1.737852768,tm
2025-09,2026-02,715169,JFB OIL 100ML,0.751987689,ml
2025-09,2026-02,715169,JFB OIL 100ML,1.023529085,tm
2025-10,2026-02,715169,JFB OIL 100ML,0.940373333,ml
2025-10,2026-02,715169,JFB OIL 100ML,1.023529085,tm
2025-11,2026-02,715169,JFB OIL 100ML,0.681909905,ml
2025-11,2026-02,715169,JFB OIL 100ML,1.697703909,tm
2025-12,2026-02,715169,JFB OIL 100ML,0.929790433,ml
2025-12,2026-02,715169,JFB OIL 100ML,1.028829766,tm
2026-01,2026-02,715169,JFB OIL 100ML,0.889563961,ml
2026-01,2026-02,715169,JFB OIL 100ML,0.984318455,tm
2025-10,2026-03,715169,JFB OIL 100ML,1.035306617,ml
2025-10,2026-03,715169,JFB OIL 100ML,0.996046,tm
2025-11,2026-03,715169,JFB OIL 100ML,1.724325826,ml
2025-11,2026-03,715169,JFB OIL 100ML,1.73113909,tm
2025-12,2026-03,715169,JFB OIL 100ML,1.291486667,ml
2025-12,2026-03,715169,JFB OIL 100ML,1.429053127,tm
2026-01,2026-03,715169,JFB OIL 100ML,1.27821,ml
2026-01,2026-03,715169,JFB OIL 100ML,1.414362257,tm
2026-02,2026-03,715169,JFB OIL 100ML,1.172953603,ml
2026-02,2026-03,715169,JFB OIL 100ML,1.297894168,tm
2025-11,2026-04,715169,JFB OIL 100ML,1.25405,ml
2025-11,2026-04,715169,JFB OIL 100ML,1.73113909,tm
2025-12,2026-04,715169,JFB OIL 100ML,1.523529551,ml
2025-12,2026-04,715169,JFB OIL 100ML,1.685812734,tm
2026-01,2026-04,715169,JFB OIL 100ML,1.517664234,ml
2026-01,2026-04,715169,JFB OIL 100ML,1.679322656,tm
2026-02,2026-04,715169,JFB OIL 100ML,1.426735212,ml
2026-02,2026-04,715169,JFB OIL 100ML,1.578708064,tm
2026-03,2026-04,715169,JFB OIL 100ML,1.260867241,ml
2026-03,2026-04,715169,JFB OIL 100ML,1.399679875,tm
2025-12,2026-05,715169,JFB OIL 100ML,1.309526116,ml
2025-12,2026-05,715169,JFB OIL 100ML,1.449014101,tm
2026-01,2026-05,715169,JFB OIL 100ML,1.31086,ml
2026-01,2026-05,715169,JFB OIL 100ML,1.450490067,tm
2026-02,2026-05,715169,JFB OIL 100ML,1.212209017,ml
2026-02,2026-05,715169,JFB OIL 100ML,1.341330987,tm
2026-03,2026-05,715169,JFB OIL 100ML,1.107865848,ml
2026-03,2026-05,715169,JFB OIL 100ML,1.229834102,tm
2026-04,2026-05,715169,JFB OIL 100ML,1.386524956,ml
2026-04,2026-05,715169,JFB OIL 100ML,1.469320828,tm
2026-01,2026-06,715169,JFB OIL 100ML,0.729257369,ml
2026-01,2026-06,715169,JFB OIL 100ML,0.806936339,tm
2026-02,2026-06,715169,JFB OIL 100ML,0.337190207,ml
2026-02,2026-06,715169,JFB OIL 100ML,0.373107003,tm
2026-03,2026-06,715169,JFB OIL 100ML,0.677381731,ml
2026-03,2026-06,715169,JFB OIL 100ML,0.751956706,tm
2026-04,2026-06,715169,JFB OIL 100ML,0.697486504,ml
2026-04,2026-06,715169,JFB OIL 100ML,1.1199195,tm
2026-05,2026-06,715169,JFB OIL 100ML,0.744723862,ml
2026-05,2026-06,715169,JFB OIL 100ML,1.3687905,tm
2026-02,2026-07,715169,JFB OIL 100ML,1.266143608,ml
2026-02,2026-07,715169,JFB OIL 100ML,1.401010578,tm
2026-03,2026-07,715169,JFB OIL 100ML,1.503581154,ml
2026-03,2026-07,715169,JFB OIL 100ML,1.669114887,tm
2026-04,2026-07,715169,JFB OIL 100ML,0.998862038,ml
2026-04,2026-07,715169,JFB OIL 100ML,1.09864024,tm
2026-05,2026-07,715169,JFB OIL 100ML,1.173683684,ml
2026-05,2026-07,715169,JFB OIL 100ML,1.342782516,tm
2026-06,2026-07,715169,JFB OIL 100ML,1.335708641,ml
2026-06,2026-07,715169,JFB OIL 100ML,1.342782516,tm
2026-03,2026-08,715169,JFB OIL 100ML,0.679559885,ml
2026-03,2026-08,715169,JFB OIL 100ML,0.754374659,tm
2026-04,2026-08,715169,JFB OIL 100ML,1.270389142,ml
2026-04,2026-08,715169,JFB OIL 100ML,1.149056076,tm
2026-05,2026-08,715169,JFB OIL 100ML,0.772718686,ml
2026-05,2026-08,715169,JFB OIL 100ML,1.453555936,tm
2026-06,2026-08,715169,JFB OIL 100ML,1.04827121,ml
2026-06,2026-08,715169,JFB OIL 100ML,1.453555936,tm
2026-07,2026-08,715169,JFB OIL 100ML,0.6838711381,ml
2026-07,2026-08,715169,JFB OIL 100ML,1.453555936,tm
2026-04,2026-09,715169,JFB OIL 100ML,1.873157738,ml
2026-04,2026-09,715169,JFB OIL 100ML,1.956470332,tm
2026-05,2026-09,715169,JFB OIL 100ML,1.419277171,ml
2026-05,2026-09,715169,JFB OIL 100ML,2.249940881,tm
2026-06,2026-09,715169,JFB OIL 100ML,1.634331009,ml
2026-06,2026-09,715169,JFB OIL 100ML,2.249940881,tm
2026-07,2026-09,715169,JFB OIL 100ML,2.165285442,ml
2026-07,2026-09,715169,JFB OIL 100ML,2.249940881,tm
2026-05,2026-10,715169,JFB OIL 100ML,2.11509,ml
2026-05,2026-10,715169,JFB OIL 100ML,3.826238594,tm
2026-06,2026-10,715169,JFB OIL 100ML,2.455171925,ml
2026-06,2026-10,715169,JFB OIL 100ML,3.826238594,tm
2026-07,2026-10,715169,JFB OIL 100ML,2.472959098,ml
2026-07,2026-10,715169,JFB OIL 100ML,3.826238594,tm
2026-06,2026-11,715169,JFB OIL 100ML,3.145787591,ml
2026-06,2026-11,715169,JFB OIL 100ML,4.3,tm
2026-07,2026-11,715169,JFB OIL 100ML,3.421268753,ml
2026-07,2026-11,715169,JFB OIL 100ML,4.3,tm
2026-07,2026-12,715169,JFB OIL 100ML,2.229712728,ml
2026-07,2026-12,715169,JFB OIL 100ML,1.870217305,tm
2025-04,2025-05,715677,JFB SOAP 125G,0.221401659,ml
2025-04,2025-05,715677,JFB SOAP 125G,6.75,tm
2025-04,2025-06,715677,JFB SOAP 125G,0.139174061,ml
2025-04,2025-06,715677,JFB SOAP 125G,0.83,tm
2025-05,2025-06,715677,JFB SOAP 125G,0.195648324,ml
2025-05,2025-06,715677,JFB SOAP 125G,5.141625,tm
2025-04,2025-07,715677,JFB SOAP 125G,0.173571266,ml
2025-04,2025-07,715677,JFB SOAP 125G,1.25,tm
2025-05,2025-07,715677,JFB SOAP 125G,0.224784381,ml
2025-05,2025-07,715677,JFB SOAP 125G,2.08,tm
2025-06,2025-07,715677,JFB SOAP 125G,0.289359609,ml
2025-06,2025-07,715677,JFB SOAP 125G,1.433,tm
2025-04,2025-08,715677,JFB SOAP 125G,0.386389414,ml
2025-04,2025-08,715677,JFB SOAP 125G,1.52,tm
2025-05,2025-08,715677,JFB SOAP 125G,0.308517469,ml
2025-05,2025-08,715677,JFB SOAP 125G,1.52,tm
2025-06,2025-08,715677,JFB SOAP 125G,0.431775,ml
2025-06,2025-08,715677,JFB SOAP 125G,1.745375,tm
2025-07,2025-08,715677,JFB SOAP 125G,0.580375,ml
2025-07,2025-08,715677,JFB SOAP 125G,1.75,tm
2025-04,2025-09,715677,JFB SOAP 125G,0.385161821,ml
2025-04,2025-09,715677,JFB SOAP 125G,0.78,tm
2025-05,2025-09,715677,JFB SOAP 125G,0.285632861,ml
2025-05,2025-09,715677,JFB SOAP 125G,0.78,tm
2025-06,2025-09,715677,JFB SOAP 125G,0.413104054,ml
2025-06,2025-09,715677,JFB SOAP 125G,0.903125,tm
2025-07,2025-09,715677,JFB SOAP 125G,0.894293122,ml
2025-07,2025-09,715677,JFB SOAP 125G,0.9,tm
2025-08,2025-09,715677,JFB SOAP 125G,0.49409806,ml
2025-08,2025-09,715677,JFB SOAP 125G,0.64,tm
2025-05,2025-10,715677,JFB SOAP 125G,0.279593676,ml
2025-05,2025-10,715677,JFB SOAP 125G,0.67,tm
2025-06,2025-10,715677,JFB SOAP 125G,0.413104054,ml
2025-06,2025-10,715677,JFB SOAP 125G,0.697625,tm
2025-07,2025-10,715677,JFB SOAP 125G,0.971600765,ml
2025-07,2025-10,715677,JFB SOAP 125G,0.7,tm
2025-08,2025-10,715677,JFB SOAP 125G,0.503664783,ml
2025-08,2025-10,715677,JFB SOAP 125G,0.7,tm
2025-09,2025-10,715677,JFB SOAP 125G,0.310800525,ml
2025-09,2025-10,715677,JFB SOAP 125G,0.7,tm
2025-06,2025-11,715677,JFB SOAP 125G,0.413104054,ml
2025-06,2025-11,715677,JFB SOAP 125G,0.663125,tm
2025-07,2025-11,715677,JFB SOAP 125G,1.048908408,ml
2025-07,2025-11,715677,JFB SOAP 125G,0.66,tm
2025-08,2025-11,715677,JFB SOAP 125G,0.503664783,ml
2025-08,2025-11,715677,JFB SOAP 125G,0.66,tm
2025-09,2025-11,715677,JFB SOAP 125G,0.403741429,ml
2025-09,2025-11,715677,JFB SOAP 125G,0.66,tm
2025-10,2025-11,715677,JFB SOAP 125G,0.268601786,ml
2025-10,2025-11,715677,JFB SOAP 125G,0.66,tm
2025-07,2025-12,715677,JFB SOAP 125G,1.126216052,ml
2025-07,2025-12,715677,JFB SOAP 125G,0.51,tm
2025-08,2025-12,715677,JFB SOAP 125G,0.503664783,ml
2025-08,2025-12,715677,JFB SOAP 125G,0.51,tm
2025-09,2025-12,715677,JFB SOAP 125G,0.423495,ml
2025-09,2025-12,715677,JFB SOAP 125G,0.51,tm
2025-10,2025-12,715677,JFB SOAP 125G,0.318375357,ml
2025-10,2025-12,715677,JFB SOAP 125G,0.51,tm
2025-11,2025-12,715677,JFB SOAP 125G,0.26881524,ml
2025-11,2025-12,715677,JFB SOAP 125G,0.545307693,tm
2025-08,2026-01,715677,JFB SOAP 125G,0.514017648,ml
2025-08,2026-01,715677,JFB SOAP 125G,0.47,tm
2025-09,2026-01,715677,JFB SOAP 125G,0.4138675,ml
2025-09,2026-01,715677,JFB SOAP 125G,0.6,tm
2025-10,2026-01,715677,JFB SOAP 125G,0.372349313,ml
2025-10,2026-01,715677,JFB SOAP 125G,0.6,tm
2025-11,2026-01,715677,JFB SOAP 125G,0.0,ml
2025-11,2026-01,715677,JFB SOAP 125G,0.466451938,tm
2025-12,2026-01,715677,JFB SOAP 125G,0.377852977,ml
2025-12,2026-01,715677,JFB SOAP 125G,0.466451938,tm
2025-09,2026-02,715677,JFB SOAP 125G,0.418953378,ml
2025-09,2026-02,715677,JFB SOAP 125G,1.0,tm
2025-10,2026-02,715677,JFB SOAP 125G,0.432432143,ml
2025-10,2026-02,715677,JFB SOAP 125G,1.0,tm
2025-11,2026-02,715677,JFB SOAP 125G,0.514176072,ml
2025-11,2026-02,715677,JFB SOAP 125G,0.648776642,tm
2025-12,2026-02,715677,JFB SOAP 125G,0.387283765,ml
2025-12,2026-02,715677,JFB SOAP 125G,0.648776642,tm
2026-01,2026-02,715677,JFB SOAP 125G,0.410943554,ml
2026-01,2026-02,715677,JFB SOAP 125G,0.580026642,tm
2025-10,2026-03,715677,JFB SOAP 125G,0.0,ml
2025-10,2026-03,715677,JFB SOAP 125G,0.65,tm
2025-11,2026-03,715677,JFB SOAP 125G,0.0,ml
2025-11,2026-03,715677,JFB SOAP 125G,1.765063665,tm
2025-12,2026-03,715677,JFB SOAP 125G,0.381220568,ml
2025-12,2026-03,715677,JFB SOAP 125G,1.765063665,tm
2026-01,2026-03,715677,JFB SOAP 125G,0.373161743,ml
2026-01,2026-03,715677,JFB SOAP 125G,1.658813665,tm
2026-02,2026-03,715677,JFB SOAP 125G,0.381054218,ml
2026-02,2026-03,715677,JFB SOAP 125G,1.765063665,tm
2025-11,2026-04,715677,JFB SOAP 125G,0.0,ml
2025-11,2026-04,715677,JFB SOAP 125G,1.7463136650000002,tm
2025-12,2026-04,715677,JFB SOAP 125G,0.407020764,ml
2025-12,2026-04,715677,JFB SOAP 125G,3.4942968750000003,tm
2026-01,2026-04,715677,JFB SOAP 125G,0.373161743,ml
2026-01,2026-04,715677,JFB SOAP 125G,3.87798125,tm
2026-02,2026-04,715677,JFB SOAP 125G,0.217375,ml
2026-02,2026-04,715677,JFB SOAP 125G,3.500777845,tm
2026-03,2026-04,715677,JFB SOAP 125G,0.379038514,ml
2026-03,2026-04,715677,JFB SOAP 125G,3.500777845,tm
2025-12,2026-05,715677,JFB SOAP 125G,0.373392196,ml
2025-12,2026-05,715677,JFB SOAP 125G,2.4375,tm
2026-01,2026-05,715677,JFB SOAP 125G,0.533747167,ml
2026-01,2026-05,715677,JFB SOAP 125G,1.242,tm
2026-02,2026-05,715677,JFB SOAP 125G,0.350472124,ml
2026-02,2026-05,715677,JFB SOAP 125G,1.412743521,tm
2026-03,2026-05,715677,JFB SOAP 125G,0.315455597,ml
2026-03,2026-05,715677,JFB SOAP 125G,1.271469169,tm
2026-04,2026-05,715677,JFB SOAP 125G,0.535760174,ml
2026-04,2026-05,715677,JFB SOAP 125G,1.271469169,tm
2026-01,2026-06,715677,JFB SOAP 125G,0.390100699,ml
2026-01,2026-06,715677,JFB SOAP 125G,0.675271875,tm
2026-02,2026-06,715677,JFB SOAP 125G,0.36045,ml
2026-02,2026-06,715677,JFB SOAP 125G,0.68,tm
2026-03,2026-06,715677,JFB SOAP 125G,0.316477974,ml
2026-03,2026-06,715677,JFB SOAP 125G,0.607744687,tm
2026-04,2026-06,715677,JFB SOAP 125G,0.442793649,ml
2026-04,2026-06,715677,JFB SOAP 125G,0.607744688,tm
2026-05,2026-06,715677,JFB SOAP 125G,0.36075,ml
2026-05,2026-06,715677,JFB SOAP 125G,0.453253947,tm
2026-02,2026-07,715677,JFB SOAP 125G,0.342662856,ml
2026-02,2026-07,715677,JFB SOAP 125G,0.83,tm
2026-03,2026-07,715677,JFB SOAP 125G,0.30804687,ml
2026-03,2026-07,715677,JFB SOAP 125G,0.74535525,tm
2026-04,2026-07,715677,JFB SOAP 125G,0.425607259,ml
2026-04,2026-07,715677,JFB SOAP 125G,0.74535525,tm
2026-05,2026-07,715677,JFB SOAP 125G,0.340707355,ml
2026-05,2026-07,715677,JFB SOAP 125G,0.87937328,tm
2026-06,2026-07,715677,JFB SOAP 125G,0.264670324,ml
2026-06,2026-07,715677,JFB SOAP 125G,0.87937328,tm
2026-03,2026-08,715677,JFB SOAP 125G,0.302535406,ml
2026-03,2026-08,715677,JFB SOAP 125G,0.368233594,tm
2026-04,2026-08,715677,JFB SOAP 125G,0.353072232,ml
2026-04,2026-08,715677,JFB SOAP 125G,0.368233594,tm
2026-05,2026-08,715677,JFB SOAP 125G,0.202402049,ml
2026-05,2026-08,715677,JFB SOAP 125G,0.445106769,tm
2026-06,2026-08,715677,JFB SOAP 125G,0.262038428,ml
2026-06,2026-08,715677,JFB SOAP 125G,0.445106769,tm
2026-07,2026-08,715677,JFB SOAP 125G,0.2236391667,ml
2026-07,2026-08,715677,JFB SOAP 125G,0.287743789,tm
2026-04,2026-09,715677,JFB SOAP 125G,0.354,ml
2026-04,2026-09,715677,JFB SOAP 125G,0.45,tm
2026-05,2026-09,715677,JFB SOAP 125G,0.326687513,ml
2026-05,2026-09,715677,JFB SOAP 125G,0.420330231,tm
2026-06,2026-09,715677,JFB SOAP 125G,0.491417045,ml
2026-06,2026-09,715677,JFB SOAP 125G,0.276789095,tm
2026-07,2026-09,715677,JFB SOAP 125G,0.1482269426,ml
2026-07,2026-09,715677,JFB SOAP 125G,0.190715171,tm
2026-05,2026-10,715677,JFB SOAP 125G,0.304562178,ml
2026-05,2026-10,715677,JFB SOAP 125G,0.391862821,tm
2026-06,2026-10,715677,JFB SOAP 125G,0.215125,ml
2026-06,2026-10,715677,JFB SOAP 125G,0.276789095,tm
2026-07,2026-10,715677,JFB SOAP 125G,0.2231691667,ml
2026-07,2026-10,715677,JFB SOAP 125G,0.287139066,tm
2026-06,2026-11,715677,JFB SOAP 125G,0.215125,ml
2026-06,2026-11,715677,JFB SOAP 125G,0.276789095,tm
2026-07,2026-11,715677,JFB SOAP 125G,0.2162225,ml
2026-07,2026-11,715677,JFB SOAP 125G,0.278201186,tm
2026-07,2026-12,715677,JFB SOAP 125G,0.2162225,ml
2026-07,2026-12,715677,JFB SOAP 125G,0.278201186,tm
2025-04,2025-05,715678,JFB SOAP 75G,0.734802512,ml
2025-04,2025-05,715678,JFB SOAP 75G,2.35,tm
2025-04,2025-06,715678,JFB SOAP 75G,0.606286017,ml
2025-04,2025-06,715678,JFB SOAP 75G,10.0,tm
2025-05,2025-06,715678,JFB SOAP 75G,0.547966692,ml
2025-05,2025-06,715678,JFB SOAP 75G,7.6186,tm
2025-04,2025-07,715678,JFB SOAP 75G,0.947489412,ml
2025-04,2025-07,715678,JFB SOAP 75G,3.53,tm
2025-05,2025-07,715678,JFB SOAP 75G,0.892501844,ml
2025-05,2025-07,715678,JFB SOAP 75G,3.53,tm
2025-06,2025-07,715678,JFB SOAP 75G,0.643922733,ml
2025-06,2025-07,715678,JFB SOAP 75G,4.062175,tm
2025-04,2025-08,715678,JFB SOAP 75G,0.827034,ml
2025-04,2025-08,715678,JFB SOAP 75G,3.5,tm
2025-05,2025-08,715678,JFB SOAP 75G,0.535805618,ml
2025-05,2025-08,715678,JFB SOAP 75G,3.5,tm
2025-06,2025-08,715678,JFB SOAP 75G,0.8342235,ml
2025-06,2025-08,715678,JFB SOAP 75G,4.023,tm
2025-07,2025-08,715678,JFB SOAP 75G,1.164451855,ml
2025-07,2025-08,715678,JFB SOAP 75G,4.02,tm
2025-04,2025-09,715678,JFB SOAP 75G,0.91218,ml
2025-04,2025-09,715678,JFB SOAP 75G,1.92,tm
2025-05,2025-09,715678,JFB SOAP 75G,0.994552827,ml
2025-05,2025-09,715678,JFB SOAP 75G,1.92,tm
2025-06,2025-09,715678,JFB SOAP 75G,0.884499591,ml
2025-06,2025-09,715678,JFB SOAP 75G,2.209975,tm
2025-07,2025-09,715678,JFB SOAP 75G,1.432454591,ml
2025-07,2025-09,715678,JFB SOAP 75G,2.21,tm
2025-08,2025-09,715678,JFB SOAP 75G,2.070311074,ml
2025-08,2025-09,715678,JFB SOAP 75G,1.56,tm
2025-05,2025-10,715678,JFB SOAP 75G,0.788451901,ml
2025-05,2025-10,715678,JFB SOAP 75G,1.41,tm
2025-06,2025-10,715678,JFB SOAP 75G,0.88104283,ml
2025-06,2025-10,715678,JFB SOAP 75G,1.6914,tm
2025-07,2025-10,715678,JFB SOAP 75G,1.432454591,ml
2025-07,2025-10,715678,JFB SOAP 75G,1.69,tm
2025-08,2025-10,715678,JFB SOAP 75G,1.853823,ml
2025-08,2025-10,715678,JFB SOAP 75G,1.69,tm
2025-09,2025-10,715678,JFB SOAP 75G,1.540654333,ml
2025-09,2025-10,715678,JFB SOAP 75G,1.69,tm
2025-06,2025-11,715678,JFB SOAP 75G,0.87954534,ml
2025-06,2025-11,715678,JFB SOAP 75G,2.0139,tm
2025-07,2025-11,715678,JFB SOAP 75G,1.432454591,ml
2025-07,2025-11,715678,JFB SOAP 75G,2.01,tm
2025-08,2025-11,715678,JFB SOAP 75G,1.853823,ml
2025-08,2025-11,715678,JFB SOAP 75G,2.01,tm
2025-09,2025-11,715678,JFB SOAP 75G,1.6419705,ml
2025-09,2025-11,715678,JFB SOAP 75G,2.01,tm
2025-10,2025-11,715678,JFB SOAP 75G,0.45885,ml
2025-10,2025-11,715678,JFB SOAP 75G,2.01,tm
2025-07,2025-12,715678,JFB SOAP 75G,1.432454591,ml
2025-07,2025-12,715678,JFB SOAP 75G,1.48,tm
2025-08,2025-12,715678,JFB SOAP 75G,2.002632,ml
2025-08,2025-12,715678,JFB SOAP 75G,1.48,tm
2025-09,2025-12,715678,JFB SOAP 75G,1.490061167,ml
2025-09,2025-12,715678,JFB SOAP 75G,1.48,tm
2025-10,2025-12,715678,JFB SOAP 75G,1.317139214,ml
2025-10,2025-12,715678,JFB SOAP 75G,1.48,tm
2025-11,2025-12,715678,JFB SOAP 75G,0.885525,ml
2025-11,2025-12,715678,JFB SOAP 75G,1.567130415,tm
2025-08,2026-01,715678,JFB SOAP 75G,2.002632,ml
2025-08,2026-01,715678,JFB SOAP 75G,1.13,tm
2025-09,2026-01,715678,JFB SOAP 75G,1.3899165,ml
2025-09,2026-01,715678,JFB SOAP 75G,1.46,tm
2025-10,2026-01,715678,JFB SOAP 75G,0.974108919,ml
2025-10,2026-01,715678,JFB SOAP 75G,1.46,tm
2025-11,2026-01,715678,JFB SOAP 75G,0.885525,ml
2025-11,2026-01,715678,JFB SOAP 75G,1.133548062,tm
2025-12,2026-01,715678,JFB SOAP 75G,0.98295,ml
2025-12,2026-01,715678,JFB SOAP 75G,1.133548062,tm
2025-09,2026-02,715678,JFB SOAP 75G,2.899641178,ml
2025-09,2026-02,715678,JFB SOAP 75G,4.03,tm
2025-10,2026-02,715678,JFB SOAP 75G,1.582988655,ml
2025-10,2026-02,715678,JFB SOAP 75G,4.03,tm
2025-11,2026-02,715678,JFB SOAP 75G,2.092186186,ml
2025-11,2026-02,715678,JFB SOAP 75G,2.606221067,tm
2025-12,2026-02,715678,JFB SOAP 75G,2.030991512,ml
2025-12,2026-02,715678,JFB SOAP 75G,2.606221067,tm
2026-01,2026-02,715678,JFB SOAP 75G,2.090875742,ml
2026-01,2026-02,715678,JFB SOAP 75G,2.572471067,tm
2025-10,2026-03,715678,JFB SOAP 75G,0.45885,ml
2025-10,2026-03,715678,JFB SOAP 75G,1.36,tm
2025-11,2026-03,715678,JFB SOAP 75G,0.885525,ml
2025-11,2026-03,715678,JFB SOAP 75G,1.489934044,tm
2025-12,2026-03,715678,JFB SOAP 75G,0.743551435,ml
2025-12,2026-03,715678,JFB SOAP 75G,1.489934044,tm
2026-01,2026-03,715678,JFB SOAP 75G,0.597375,ml
2026-01,2026-03,715678,JFB SOAP 75G,1.441184044,tm
2026-02,2026-03,715678,JFB SOAP 75G,0.444302611,ml
2026-02,2026-03,715678,JFB SOAP 75G,1.489934044,tm
2025-11,2026-04,715678,JFB SOAP 75G,0.885525,ml
2025-11,2026-04,715678,JFB SOAP 75G,1.493684044,tm
2025-12,2026-04,715678,JFB SOAP 75G,0.98295,ml
2025-12,2026-04,715678,JFB SOAP 75G,3.454359375,tm
2026-01,2026-04,715678,JFB SOAP 75G,0.597375,ml
2026-01,2026-04,715678,JFB SOAP 75G,1.67363625,tm
2026-02,2026-04,715678,JFB SOAP 75G,0.298335,ml
2026-02,2026-04,715678,JFB SOAP 75G,1.510845032,tm
2026-03,2026-04,715678,JFB SOAP 75G,0.845522678,ml
2026-03,2026-04,715678,JFB SOAP 75G,1.510845032,tm
2025-12,2026-05,715678,JFB SOAP 75G,1.542372084,ml
2025-12,2026-05,715678,JFB SOAP 75G,2.943375,tm
2026-01,2026-05,715678,JFB SOAP 75G,1.586126666,ml
2026-01,2026-05,715678,JFB SOAP 75G,4.039605,tm
2026-02,2026-05,715678,JFB SOAP 75G,1.358820452,ml
2026-02,2026-05,715678,JFB SOAP 75G,4.594948302,tm
2026-03,2026-05,715678,JFB SOAP 75G,1.06653565,ml
2026-03,2026-05,715678,JFB SOAP 75G,4.135453472,tm
2026-04,2026-05,715678,JFB SOAP 75G,1.747057623,ml
2026-04,2026-05,715678,JFB SOAP 75G,4.135453472,tm
2026-01,2026-06,715678,JFB SOAP 75G,1.291302796,ml
2026-01,2026-06,715678,JFB SOAP 75G,4.073911875,tm
2026-02,2026-06,715678,JFB SOAP 75G,1.4450685,ml
2026-02,2026-06,715678,JFB SOAP 75G,4.07,tm
2026-03,2026-06,715678,JFB SOAP 75G,1.4443101,ml
2026-03,2026-06,715678,JFB SOAP 75G,3.666520688,tm
2026-04,2026-06,715678,JFB SOAP 75G,1.537268582,ml
2026-04,2026-06,715678,JFB SOAP 75G,3.666520688,tm
2026-05,2026-06,715678,JFB SOAP 75G,1.423210505,ml
2026-05,2026-06,715678,JFB SOAP 75G,2.734478816,tm
2026-02,2026-07,715678,JFB SOAP 75G,1.167491178,ml
2026-02,2026-07,715678,JFB SOAP 75G,3.06,tm
2026-03,2026-07,715678,JFB SOAP 75G,1.073979701,ml
2026-03,2026-07,715678,JFB SOAP 75G,2.75025375,tm
2026-04,2026-07,715678,JFB SOAP 75G,1.197368866,ml
2026-04,2026-07,715678,JFB SOAP 75G,2.75025375,tm
2026-05,2026-07,715678,JFB SOAP 75G,1.268555234,ml
2026-05,2026-07,715678,JFB SOAP 75G,3.24476102,tm
2026-06,2026-07,715678,JFB SOAP 75G,0.741271596,ml
